timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,anomaly_score,is_anomaly,alert_level
1719729724.045323,192.168.238.128,192.168.238.155,40001,2068,TCP,2,0.0,0,NORMAL
1719729724.045414,192.168.238.128,192.168.238.155,40001,10621,TCP,2,0.0,0,NORMAL
1719729724.04544,192.168.238.128,192.168.238.155,40001,5633,TCP,2,0.0,0,NORMAL
1719729724.045586,192.168.238.128,192.168.238.155,40001,1201,TCP,2,0.0,0,NORMAL
1719729724.045612,192.168.238.128,192.168.238.155,40001,7937,TCP,2,0.0,0,NORMAL
1719729724.045765,192.168.238.128,192.168.238.155,40001,1151,TCP,2,0.0,0,NORMAL
1719729724.045793,192.168.238.128,192.168.238.155,40001,13,TCP,2,0.0,0,NORMAL
1719729724.045921,192.168.238.128,192.168.238.155,40001,30718,TCP,2,0.0,0,NORMAL
1719729724.045948,192.168.238.128,192.168.238.155,40001,20221,TCP,2,0.0,0,NORMAL
1719729724.046071,192.168.238.128,192.168.238.155,40001,16018,TCP,2,0.0,0,NORMAL
1719729724.046098,192.168.238.128,192.168.238.155,40001,6565,TCP,2,0.0,0,NORMAL
1719729724.046242,192.168.238.128,192.168.238.155,40001,2034,TCP,2,0.0,0,NORMAL
1719729724.046274,192.168.238.128,192.168.238.155,40001,1935,TCP,2,0.0,0,NORMAL
1719729724.046377,192.168.238.128,192.168.238.155,40001,21571,TCP,2,0.0,0,NORMAL
1719729724.046406,192.168.238.128,192.168.238.155,40001,5101,TCP,2,0.0,0,NORMAL
1719729724.046549,192.168.238.128,192.168.238.155,40001,10082,TCP,2,0.0,0,NORMAL
1719729724.046578,192.168.238.128,192.168.238.155,40001,32770,TCP,2,0.0,0,NORMAL
1719729724.046725,192.168.238.128,192.168.238.155,40001,50001,TCP,2,0.0,0,NORMAL
1719729724.046756,192.168.238.128,192.168.238.155,40001,109,TCP,2,0.0,0,NORMAL
1719729724.046895,192.168.238.128,192.168.238.155,40001,65389,TCP,2,0.0,0,NORMAL
1719729724.046926,192.168.238.128,192.168.238.155,40001,6788,TCP,2,0.0,0,NORMAL
1719729724.047072,192.168.238.128,192.168.238.155,40001,5862,TCP,2,0.0,0,NORMAL
1719729724.047102,192.168.238.128,192.168.238.155,40001,5988,TCP,2,0.0,0,NORMAL
1719729724.047225,192.168.238.128,192.168.238.155,40001,2607,TCP,2,0.0,0,NORMAL
1719729724.047254,192.168.238.128,192.168.238.155,40001,5950,TCP,2,0.0,0,NORMAL
1719729724.047546,192.168.238.128,192.168.238.155,40001,32777,TCP,2,0.0,0,NORMAL
1719729724.047575,192.168.238.128,192.168.238.155,40001,636,TCP,2,0.0,0,NORMAL
1719729724.04768,192.168.238.128,192.168.238.155,40001,8443,TCP,2,0.0,0,NORMAL
1719729724.047706,192.168.238.128,192.168.238.155,40001,1077,TCP,2,0.0,0,NORMAL
1719729724.047814,192.168.238.128,192.168.238.155,40001,1085,TCP,2,0.0,0,NORMAL
1719729724.047842,192.168.238.128,192.168.238.155,40001,5718,TCP,2,0.0,0,NORMAL
1719729724.047952,192.168.238.128,192.168.238.155,40001,7070,TCP,2,0.0,0,NORMAL
1719729724.047981,192.168.238.128,192.168.238.155,40001,106,TCP,2,0.0,0,NORMAL
1719729724.048096,192.168.238.128,192.168.238.155,40001,9418,TCP,2,0.0,0,NORMAL
1719729724.048125,192.168.238.128,192.168.238.155,40001,911,TCP,2,0.0,0,NORMAL
1719729724.048229,192.168.238.128,192.168.238.155,40001,3005,TCP,2,0.0,0,NORMAL
1719729724.048258,192.168.238.128,192.168.238.155,40001,1040,TCP,2,0.0,0,NORMAL
1719729724.04836,192.168.238.128,192.168.238.155,40001,6510,TCP,2,0.0,0,NORMAL
1719729724.048392,192.168.238.128,192.168.238.155,40001,3784,TCP,2,0.0,0,NORMAL
1719729724.048503,192.168.238.128,192.168.238.155,40001,1131,TCP,2,0.0,0,NORMAL
1719729724.048542,192.168.238.128,192.168.238.155,40001,45100,TCP,2,0.0,0,NORMAL
1719729724.048646,192.168.238.128,192.168.238.155,40001,2006,TCP,2,0.0,0,NORMAL
1719729724.048675,192.168.238.128,192.168.238.155,40001,18040,TCP,2,0.0,0,NORMAL
1719729724.048798,192.168.238.128,192.168.238.155,40001,43,TCP,2,0.0,0,NORMAL
1719729724.048828,192.168.238.128,192.168.238.155,40001,7002,TCP,2,0.0,0,NORMAL
1719729724.04893,192.168.238.128,192.168.238.155,40001,1186,TCP,2,0.0,0,NORMAL
1719729724.04896,192.168.238.128,192.168.238.155,40001,3493,TCP,2,0.0,0,NORMAL
1719729724.049064,192.168.238.128,192.168.238.155,40001,32780,TCP,2,0.0,0,NORMAL
1719729724.049094,192.168.238.128,192.168.238.155,40001,1199,TCP,2,0.0,0,NORMAL
1719729724.049195,192.168.238.128,192.168.238.155,40001,9876,TCP,2,0.0,0,NORMAL
1719729724.049225,192.168.238.128,192.168.238.155,40001,1082,TCP,2,0.0,0,NORMAL
1719729724.049326,192.168.238.128,192.168.238.155,40001,50000,TCP,2,0.0,0,NORMAL
1719729724.049356,192.168.238.128,192.168.238.155,40001,65000,TCP,2,0.0,0,NORMAL
1719729724.049458,192.168.238.128,192.168.238.155,40001,18101,TCP,2,0.0,0,NORMAL
1719729724.049488,192.168.238.128,192.168.238.155,40001,4125,TCP,2,0.0,0,NORMAL
1719729724.049608,192.168.238.128,192.168.238.155,40001,9500,TCP,2,0.0,0,NORMAL
1719729724.049636,192.168.238.128,192.168.238.155,40001,89,TCP,2,0.0,0,NORMAL
1719729724.049736,192.168.238.128,192.168.238.155,40001,1039,TCP,2,0.0,0,NORMAL
1719729724.049762,192.168.238.128,192.168.238.155,40001,52869,TCP,2,0.0,0,NORMAL
1719729724.05001,192.168.238.128,192.168.238.155,40001,1296,TCP,2,0.0,0,NORMAL
1719729724.050036,192.168.238.128,192.168.238.155,40001,1163,TCP,2,0.0,0,NORMAL
1719729724.050126,192.168.238.128,192.168.238.155,40001,3128,TCP,2,0.0,0,NORMAL
1719729724.05015,192.168.238.128,192.168.238.155,40001,8701,TCP,2,0.0,0,NORMAL
1719729724.050255,192.168.238.128,192.168.238.155,40001,27355,TCP,2,0.0,0,NORMAL
1719729724.05028,192.168.238.128,192.168.238.155,40001,1198,TCP,2,0.0,0,NORMAL
1719729724.050375,192.168.238.128,192.168.238.155,40001,2717,TCP,2,0.0,0,NORMAL
1719729724.050397,192.168.238.128,192.168.238.155,40001,2525,TCP,2,0.0,0,NORMAL
1719729724.050517,192.168.238.128,192.168.238.155,40001,3517,TCP,2,0.0,0,NORMAL
1719729724.050541,192.168.238.128,192.168.238.155,40001,548,TCP,2,0.0,0,NORMAL
1719729724.05089,192.168.238.128,192.168.238.155,40001,259,TCP,2,0.0,0,NORMAL
1719729724.050914,192.168.238.128,192.168.238.155,40001,5510,TCP,2,0.0,0,NORMAL
1719729724.051156,192.168.238.128,192.168.238.155,40001,5952,TCP,2,0.0,0,NORMAL
1719729724.051182,192.168.238.128,192.168.238.155,40001,7106,TCP,2,0.0,0,NORMAL
1719729724.051267,192.168.238.128,192.168.238.155,40001,9593,TCP,2,0.0,0,NORMAL
1719729724.051283,192.168.238.128,192.168.238.155,40001,24444,TCP,2,0.0,0,NORMAL
1719729724.051496,192.168.238.128,192.168.238.155,40001,1010,TCP,2,0.0,0,NORMAL
1719729724.051515,192.168.238.128,192.168.238.155,40001,9944,TCP,2,0.0,0,NORMAL
1719729724.051584,192.168.238.128,192.168.238.155,40001,2366,TCP,2,0.0,0,NORMAL
1719729724.051599,192.168.238.128,192.168.238.155,40001,7512,TCP,2,0.0,0,NORMAL
1719729724.051659,192.168.238.128,192.168.238.155,40001,1301,TCP,2,0.0,0,NORMAL
1719729724.051675,192.168.238.128,192.168.238.155,40001,2004,TCP,2,0.0,0,NORMAL
1719729724.051732,192.168.238.128,192.168.238.155,40001,5100,TCP,2,0.0,0,NORMAL
1719729724.051752,192.168.238.128,192.168.238.155,40001,726,TCP,2,0.0,0,NORMAL
1719729724.051819,192.168.238.128,192.168.238.155,40001,8045,TCP,2,0.0,0,NORMAL
1719729724.051834,192.168.238.128,192.168.238.155,40001,1443,TCP,2,0.0,0,NORMAL
1719729724.051889,192.168.238.128,192.168.238.155,40001,5221,TCP,2,0.0,0,NORMAL
1719729724.051906,192.168.238.128,192.168.238.155,40001,1027,TCP,2,0.0,0,NORMAL
1719729724.051971,192.168.238.128,192.168.238.155,40001,8086,TCP,2,0.0,0,NORMAL
1719729724.051987,192.168.238.128,192.168.238.155,40001,5959,TCP,2,0.0,0,NORMAL
1719729724.052052,192.168.238.128,192.168.238.155,40001,15742,TCP,2,0.0,0,NORMAL
1719729724.052077,192.168.238.128,192.168.238.155,40001,4111,TCP,2,0.0,0,NORMAL
1719729724.052182,192.168.238.128,192.168.238.155,40001,5825,TCP,2,0.0,0,NORMAL
1719729724.052207,192.168.238.128,192.168.238.155,40001,3971,TCP,2,0.0,0,NORMAL
1719729724.05231,192.168.238.128,192.168.238.155,40001,9207,TCP,2,0.0,0,NORMAL
1719729724.052335,192.168.238.128,192.168.238.155,40001,1051,TCP,2,0.0,0,NORMAL
1719729724.052434,192.168.238.128,192.168.238.155,40001,6005,TCP,2,0.0,0,NORMAL
1719729724.052459,192.168.238.128,192.168.238.155,40001,3914,TCP,2,0.0,0,NORMAL
1719729724.052565,192.168.238.128,192.168.238.155,40001,50002,TCP,2,0.0,0,NORMAL
1719729724.052588,192.168.238.128,192.168.238.155,40001,32771,TCP,2,0.0,0,NORMAL
1719729724.052845,192.168.238.128,192.168.238.155,40001,37,TCP,2,0.0,0,NORMAL
1719729724.052874,192.168.238.128,192.168.238.155,40001,9009,TCP,2,0.0,0,NORMAL
1719729724.053144,192.168.238.128,192.168.238.155,40001,5544,TCP,2,0.0,0,NORMAL
1719729724.053174,192.168.238.128,192.168.238.155,40001,1183,TCP,2,0.0,0,NORMAL
1719729724.053298,192.168.238.128,192.168.238.155,40001,9618,TCP,2,0.0,0,NORMAL
1719729724.053322,192.168.238.128,192.168.238.155,40001,1141,TCP,2,0.0,0,NORMAL
1719729724.05343,192.168.238.128,192.168.238.155,40001,179,TCP,2,0.0,0,NORMAL
1719729724.053457,192.168.238.128,192.168.238.155,40001,5907,TCP,2,0.0,0,NORMAL
1719729724.053561,192.168.238.128,192.168.238.155,40001,458,TCP,2,0.0,0,NORMAL
1719729724.053587,192.168.238.128,192.168.238.155,40001,5962,TCP,2,0.0,0,NORMAL
1719729724.053686,192.168.238.128,192.168.238.155,40001,6699,TCP,2,0.0,0,NORMAL
1719729724.053712,192.168.238.128,192.168.238.155,40001,625,TCP,2,0.0,0,NORMAL
1719729724.053808,192.168.238.128,192.168.238.155,40001,9050,TCP,2,0.0,0,NORMAL
1719729724.053832,192.168.238.128,192.168.238.155,40001,8654,TCP,2,0.0,0,NORMAL
1719729724.053929,192.168.238.128,192.168.238.155,40001,13782,TCP,2,0.0,0,NORMAL
1719729724.053959,192.168.238.128,192.168.238.155,40001,1217,TCP,2,0.0,0,NORMAL
1719729724.054109,192.168.238.128,192.168.238.155,40001,5080,TCP,2,0.0,0,NORMAL
1719729724.054143,192.168.238.128,192.168.238.155,40001,280,TCP,2,0.0,0,NORMAL
1719729724.054348,192.168.238.128,192.168.238.155,40001,5925,TCP,2,0.0,0,NORMAL
1719729724.054381,192.168.238.128,192.168.238.155,40001,5500,TCP,2,0.0,0,NORMAL
1719729724.05449,192.168.238.128,192.168.238.155,40001,2701,TCP,2,0.0,0,NORMAL
1719729724.054512,192.168.238.128,192.168.238.155,40001,2005,TCP,2,0.0,0,NORMAL
1719729724.054608,192.168.238.128,192.168.238.155,40001,1334,TCP,2,0.0,0,NORMAL
1719729724.05463,192.168.238.128,192.168.238.155,40001,1080,TCP,2,0.0,0,NORMAL
1719729724.054737,192.168.238.128,192.168.238.155,40001,1074,TCP,2,0.0,0,NORMAL
1719729724.054765,192.168.238.128,192.168.238.155,40001,5904,TCP,2,0.0,0,NORMAL
1719729724.055052,192.168.238.128,192.168.238.155,40001,6839,TCP,2,0.0,0,NORMAL
1719729724.055081,192.168.238.128,192.168.238.155,40001,3006,TCP,2,0.0,0,NORMAL
1719729724.055183,192.168.238.128,192.168.238.155,40001,7025,TCP,2,0.0,0,NORMAL
1719729724.055213,192.168.238.128,192.168.238.155,40001,3869,TCP,2,0.0,0,NORMAL
1719729724.0553,192.168.238.128,192.168.238.155,40001,5033,TCP,2,0.0,0,NORMAL
1719729724.055327,192.168.238.128,192.168.238.155,40001,1503,TCP,2,0.0,0,NORMAL
1719729724.055434,192.168.238.128,192.168.238.155,40001,79,TCP,2,0.0,0,NORMAL
1719729724.055462,192.168.238.128,192.168.238.155,40001,1104,TCP,2,0.0,0,NORMAL
1719729724.055564,192.168.238.128,192.168.238.155,40001,7999,TCP,2,0.0,0,NORMAL
1719729724.055591,192.168.238.128,192.168.238.155,40001,57797,TCP,2,0.0,0,NORMAL
1719729724.05571,192.168.238.128,192.168.238.155,40001,9001,TCP,2,0.0,0,NORMAL
1719729724.055739,192.168.238.128,192.168.238.155,40001,23502,TCP,2,0.0,0,NORMAL
1719729724.055843,192.168.238.128,192.168.238.155,40001,2800,TCP,2,0.0,0,NORMAL
1719729724.05587,192.168.238.128,192.168.238.155,40001,873,TCP,2,0.0,0,NORMAL
1719729724.055971,192.168.238.128,192.168.238.155,40001,1688,TCP,2,0.0,0,NORMAL
1719729724.055999,192.168.238.128,192.168.238.155,40001,6969,TCP,2,0.0,0,NORMAL
1719729724.056097,192.168.238.128,192.168.238.155,40001,2383,TCP,2,0.0,0,NORMAL
1719729724.056125,192.168.238.128,192.168.238.155,40001,7778,TCP,2,0.0,0,NORMAL
1719729724.056228,192.168.238.128,192.168.238.155,40001,32784,TCP,2,0.0,0,NORMAL
1719729724.056256,192.168.238.128,192.168.238.155,40001,10628,TCP,2,0.0,0,NORMAL
1719729724.056357,192.168.238.128,192.168.238.155,40001,8222,TCP,2,0.0,0,NORMAL
1719729724.056392,192.168.238.128,192.168.238.155,40001,787,TCP,2,0.0,0,NORMAL
1719729724.056492,192.168.238.128,192.168.238.155,40001,3260,TCP,2,0.0,0,NORMAL
1719729724.05652,192.168.238.128,192.168.238.155,40001,7,TCP,2,0.0,0,NORMAL
1719729724.056618,192.168.238.128,192.168.238.155,40001,63331,TCP,2,0.0,0,NORMAL
1719729724.056646,192.168.238.128,192.168.238.155,40001,6004,TCP,2,0.0,0,NORMAL
1719729724.056803,192.168.238.128,192.168.238.155,40001,1069,TCP,2,0.0,0,NORMAL
1719729724.056833,192.168.238.128,192.168.238.155,40001,7019,TCP,2,0.0,0,NORMAL
1719729724.056937,192.168.238.128,192.168.238.155,40001,8500,TCP,2,0.0,0,NORMAL
1719729724.056966,192.168.238.128,192.168.238.155,40001,1009,TCP,2,0.0,0,NORMAL
1719729724.057064,192.168.238.128,192.168.238.155,40001,44443,TCP,2,0.0,0,NORMAL
1719729724.057093,192.168.238.128,192.168.238.155,40001,2920,TCP,2,0.0,0,NORMAL
1719729724.057195,192.168.238.128,192.168.238.155,40001,9220,TCP,2,0.0,0,NORMAL
1719729724.057221,192.168.238.128,192.168.238.155,40001,6106,TCP,2,0.0,0,NORMAL
1719729724.057319,192.168.238.128,192.168.238.155,40001,3000,TCP,2,0.0,0,NORMAL
1719729724.057344,192.168.238.128,192.168.238.155,40001,880,TCP,2,0.0,0,NORMAL
1719729724.05744,192.168.238.128,192.168.238.155,40001,30000,TCP,2,0.0,0,NORMAL
1719729724.057468,192.168.238.128,192.168.238.155,40001,1055,TCP,2,0.0,0,NORMAL
1719729724.057564,192.168.238.128,192.168.238.155,40001,20828,TCP,2,0.0,0,NORMAL
1719729724.05759,192.168.238.128,192.168.238.155,40001,9102,TCP,2,0.0,0,NORMAL
1719729724.057684,192.168.238.128,192.168.238.155,40001,427,TCP,2,0.0,0,NORMAL
1719729724.057709,192.168.238.128,192.168.238.155,40001,9575,TCP,2,0.0,0,NORMAL
1719729724.057823,192.168.238.128,192.168.238.155,40001,7627,TCP,2,0.0,0,NORMAL
1719729724.057848,192.168.238.128,192.168.238.155,40001,3766,TCP,2,0.0,0,NORMAL
1719729724.057946,192.168.238.128,192.168.238.155,40001,1122,TCP,2,0.0,0,NORMAL
1719729724.057969,192.168.238.128,192.168.238.155,40001,49155,TCP,2,0.0,0,NORMAL
1719729724.058098,192.168.238.128,192.168.238.155,40001,31337,TCP,2,0.0,0,NORMAL
1719729724.058129,192.168.238.128,192.168.238.155,40001,1065,TCP,2,0.0,0,NORMAL
1719729724.058338,192.168.238.128,192.168.238.155,40001,60020,TCP,2,0.0,0,NORMAL
1719729724.058362,192.168.238.128,192.168.238.155,40001,8400,TCP,2,0.0,0,NORMAL
1719729724.058713,192.168.238.128,192.168.238.155,40001,3,TCP,2,0.0,0,NORMAL
1719729724.058742,192.168.238.128,192.168.238.155,40001,119,TCP,2,0.0,0,NORMAL
1719729724.058823,192.168.238.128,192.168.238.155,40001,8084,TCP,2,0.0,0,NORMAL
1719729724.058843,192.168.238.128,192.168.238.155,40001,2048,TCP,2,0.0,0,NORMAL
1719729724.058933,192.168.238.128,192.168.238.155,40001,6543,TCP,2,0.0,0,NORMAL
1719729724.058961,192.168.238.128,192.168.238.155,40001,14442,TCP,2,0.0,0,NORMAL
1719729724.059067,192.168.238.128,192.168.238.155,40001,4445,TCP,2,0.0,0,NORMAL
1719729724.059092,192.168.238.128,192.168.238.155,40001,16000,TCP,2,0.0,0,NORMAL
1719729724.059218,192.168.238.128,192.168.238.155,40001,3995,TCP,2,0.0,0,NORMAL
1719729724.059246,192.168.238.128,192.168.238.155,40001,19780,TCP,2,0.0,0,NORMAL
1719729724.059351,192.168.238.128,192.168.238.155,40001,2260,TCP,2,0.0,0,NORMAL
1719729724.059376,192.168.238.128,192.168.238.155,40001,2602,TCP,2,0.0,0,NORMAL
1719729724.059473,192.168.238.128,192.168.238.155,40001,10616,TCP,2,0.0,0,NORMAL
1719729724.059498,192.168.238.128,192.168.238.155,40001,16016,TCP,2,0.0,0,NORMAL
1719729724.059596,192.168.238.128,192.168.238.155,40001,49176,TCP,2,0.0,0,NORMAL
1719729724.059622,192.168.238.128,192.168.238.155,40001,49999,TCP,2,0.0,0,NORMAL
1719729724.059718,192.168.238.128,192.168.238.155,40001,1063,TCP,2,0.0,0,NORMAL
1719729724.059742,192.168.238.128,192.168.238.155,40001,3269,TCP,2,0.0,0,NORMAL
1719729724.059844,192.168.238.128,192.168.238.155,40001,12000,TCP,2,0.0,0,NORMAL
1719729724.059869,192.168.238.128,192.168.238.155,40001,56738,TCP,2,0.0,0,NORMAL
1719729724.059973,192.168.238.128,192.168.238.155,40001,40193,TCP,2,0.0,0,NORMAL
1719729724.059997,192.168.238.128,192.168.238.155,40001,3690,TCP,2,0.0,0,NORMAL
1719729724.060101,192.168.238.128,192.168.238.155,40001,5200,TCP,2,0.0,0,NORMAL
1719729724.060125,192.168.238.128,192.168.238.155,40001,2111,TCP,2,0.0,0,NORMAL
1719729724.060238,192.168.238.128,192.168.238.155,40001,3737,TCP,2,0.0,0,NORMAL
1719729724.060264,192.168.238.128,192.168.238.155,40001,1026,TCP,2,0.0,0,NORMAL
1719729724.060366,192.168.238.128,192.168.238.155,40001,1066,TCP,2,0.0,0,NORMAL
1719729724.060391,192.168.238.128,192.168.238.155,40001,2393,TCP,2,0.0,0,NORMAL
1719729724.060487,192.168.238.128,192.168.238.155,40001,7402,TCP,2,0.0,0,NORMAL
1719729724.060514,192.168.238.128,192.168.238.155,40001,34572,TCP,2,0.0,0,NORMAL
1719729724.06061,192.168.238.128,192.168.238.155,40001,3052,TCP,2,0.0,0,NORMAL
1719729724.060634,192.168.238.128,192.168.238.155,40001,1148,TCP,2,0.0,0,NORMAL
1719729724.060751,192.168.238.128,192.168.238.155,40001,3905,TCP,2,0.0,0,NORMAL
1719729724.060777,192.168.238.128,192.168.238.155,40001,27000,TCP,2,0.0,0,NORMAL
1719729724.060877,192.168.238.128,192.168.238.155,40001,32,TCP,2,0.0,0,NORMAL
1719729724.060902,192.168.238.128,192.168.238.155,40001,9040,TCP,2,0.0,0,NORMAL
1719729724.061001,192.168.238.128,192.168.238.155,40001,4343,TCP,2,0.0,0,NORMAL
1719729724.061026,192.168.238.128,192.168.238.155,40001,161,TCP,2,0.0,0,NORMAL
1719729724.061163,192.168.238.128,192.168.238.155,40001,22939,TCP,2,0.0,0,NORMAL
1719729724.061195,192.168.238.128,192.168.238.155,40001,8300,TCP,2,0.0,0,NORMAL
1719729724.061439,192.168.238.128,192.168.238.155,40001,5963,TCP,2,0.0,0,NORMAL
1719729724.061471,192.168.238.128,192.168.238.155,40001,33899,TCP,2,0.0,0,NORMAL
1719729724.06158,192.168.238.128,192.168.238.155,40001,3211,TCP,2,0.0,0,NORMAL
1719729724.06161,192.168.238.128,192.168.238.155,40001,4002,TCP,2,0.0,0,NORMAL
1719729724.061696,192.168.238.128,192.168.238.155,40001,9535,TCP,2,0.0,0,NORMAL
1719729724.061722,192.168.238.128,192.168.238.155,40001,1801,TCP,2,0.0,0,NORMAL
1719729724.061879,192.168.238.128,192.168.238.155,40001,1024,TCP,2,0.0,0,NORMAL
1719729724.061915,192.168.238.128,192.168.238.155,40001,720,TCP,2,0.0,0,NORMAL
1719729724.062021,192.168.238.128,192.168.238.155,40001,2040,TCP,2,0.0,0,NORMAL
1719729724.062048,192.168.238.128,192.168.238.155,40001,711,TCP,2,0.0,0,NORMAL
1719729724.062354,192.168.238.128,192.168.238.155,40001,2022,TCP,2,0.0,0,NORMAL
1719729724.062386,192.168.238.128,192.168.238.155,40001,9877,TCP,2,0.0,0,NORMAL
1719729724.062474,192.168.238.128,192.168.238.155,40001,19,TCP,2,0.0,0,NORMAL
1719729724.062498,192.168.238.128,192.168.238.155,40001,1175,TCP,2,0.0,0,NORMAL
1719729724.062615,192.168.238.128,192.168.238.155,40001,6002,TCP,2,0.0,0,NORMAL
1719729724.062643,192.168.238.128,192.168.238.155,40001,1271,TCP,2,0.0,0,NORMAL
1719729724.062777,192.168.238.128,192.168.238.155,40001,1089,TCP,2,0.0,0,NORMAL
1719729724.062807,192.168.238.128,192.168.238.155,40001,3261,TCP,2,0.0,0,NORMAL
1719729724.062916,192.168.238.128,192.168.238.155,40001,2381,TCP,2,0.0,0,NORMAL
1719729724.062944,192.168.238.128,192.168.238.155,40001,1060,TCP,2,0.0,0,NORMAL
1719729724.063049,192.168.238.128,192.168.238.155,40001,3546,TCP,2,0.0,0,NORMAL
1719729724.063076,192.168.238.128,192.168.238.155,40001,1216,TCP,2,0.0,0,NORMAL
1719729724.063181,192.168.238.128,192.168.238.155,40001,3918,TCP,2,0.0,0,NORMAL
1719729724.063214,192.168.238.128,192.168.238.155,40001,4662,TCP,2,0.0,0,NORMAL
1719729724.06332,192.168.238.128,192.168.238.155,40001,255,TCP,2,0.0,0,NORMAL
1719729724.063349,192.168.238.128,192.168.238.155,40001,6566,TCP,2,0.0,0,NORMAL
1719729724.063449,192.168.238.128,192.168.238.155,40001,524,TCP,2,0.0,0,NORMAL
1719729724.063479,192.168.238.128,192.168.238.155,40001,2601,TCP,2,0.0,0,NORMAL
1719729724.063583,192.168.238.128,192.168.238.155,40001,49,TCP,2,0.0,0,NORMAL
1719729724.063612,192.168.238.128,192.168.238.155,40001,1067,TCP,2,0.0,0,NORMAL
1719729724.063713,192.168.238.128,192.168.238.155,40001,3998,TCP,2,0.0,0,NORMAL
1719729724.063744,192.168.238.128,192.168.238.155,40001,4449,TCP,2,0.0,0,NORMAL
1719729724.063864,192.168.238.128,192.168.238.155,40001,1117,TCP,2,0.0,0,NORMAL
1719729724.063895,192.168.238.128,192.168.238.155,40001,2033,TCP,2,0.0,0,NORMAL
1719729724.063995,192.168.238.128,192.168.238.155,40001,70,TCP,2,0.0,0,NORMAL
1719729724.064028,192.168.238.128,192.168.238.155,40001,6006,TCP,2,0.0,0,NORMAL
1719729724.064128,192.168.238.128,192.168.238.155,40001,801,TCP,2,0.0,0,NORMAL
1719729724.064159,192.168.238.128,192.168.238.155,40001,7200,TCP,2,0.0,0,NORMAL
1719729724.064271,192.168.238.128,192.168.238.155,40001,3659,TCP,2,0.0,0,NORMAL
1719729724.064302,192.168.238.128,192.168.238.155,40001,32778,TCP,2,0.0,0,NORMAL
1719729724.064402,192.168.238.128,192.168.238.155,40001,3404,TCP,2,0.0,0,NORMAL
1719729724.064431,192.168.238.128,192.168.238.155,40001,1461,TCP,2,0.0,0,NORMAL
1719729724.064531,192.168.238.128,192.168.238.155,40001,8383,TCP,2,0.0,0,NORMAL
1719729724.064559,192.168.238.128,192.168.238.155,40001,3372,TCP,2,0.0,0,NORMAL
1719729724.064742,192.168.238.128,192.168.238.155,40001,49159,TCP,2,0.0,0,NORMAL
1719729724.064833,192.168.238.128,192.168.238.155,40001,10012,TCP,2,0.0,0,NORMAL
1719729724.064923,192.168.238.128,192.168.238.155,40001,2809,TCP,2,0.0,0,NORMAL
1719729724.064951,192.168.238.128,192.168.238.155,40001,6789,TCP,2,0.0,0,NORMAL
1719729724.065072,192.168.238.128,192.168.238.155,40001,1108,TCP,2,0.0,0,NORMAL
1719729724.065097,192.168.238.128,192.168.238.155,40001,2106,TCP,2,0.0,0,NORMAL
1719729724.065195,192.168.238.128,192.168.238.155,40001,545,TCP,2,0.0,0,NORMAL
1719729724.065224,192.168.238.128,192.168.238.155,40001,20,TCP,2,0.0,0,NORMAL
1719729724.065321,192.168.238.128,192.168.238.155,40001,254,TCP,2,0.0,0,NORMAL
1719729724.065348,192.168.238.128,192.168.238.155,40001,25734,TCP,2,0.0,0,NORMAL
1719729724.065447,192.168.238.128,192.168.238.155,40001,1046,TCP,2,0.0,0,NORMAL
1719729724.065475,192.168.238.128,192.168.238.155,40001,700,TCP,2,0.0,0,NORMAL
1719729724.065572,192.168.238.128,192.168.238.155,40001,8649,TCP,2,0.0,0,NORMAL
1719729724.065596,192.168.238.128,192.168.238.155,40001,19350,TCP,2,0.0,0,NORMAL
1719729724.065803,192.168.238.128,192.168.238.155,40001,1070,TCP,2,0.0,0,NORMAL
1719729724.06592,192.168.238.128,192.168.238.155,40001,3071,TCP,2,0.0,0,NORMAL
1719729724.066256,192.168.238.128,192.168.238.155,40001,222,TCP,2,0.0,0,NORMAL
1719729724.066291,192.168.238.128,192.168.238.155,40001,30,TCP,2,0.0,0,NORMAL
1719729724.066394,192.168.238.128,192.168.238.155,40001,1328,TCP,2,0.0,0,NORMAL
1719729724.066421,192.168.238.128,192.168.238.155,40001,5961,TCP,2,0.0,0,NORMAL
1719729724.066533,192.168.238.128,192.168.238.155,40001,8009,TCP,2,0.0,0,NORMAL
1719729724.066562,192.168.238.128,192.168.238.155,40001,50500,TCP,2,0.0,0,NORMAL
1719729724.066674,192.168.238.128,192.168.238.155,40001,60443,TCP,2,0.0,0,NORMAL
1719729724.066701,192.168.238.128,192.168.238.155,40001,19801,TCP,2,0.0,0,NORMAL
1719729724.066809,192.168.238.128,192.168.238.155,40001,13456,TCP,2,0.0,0,NORMAL
1719729724.066834,192.168.238.128,192.168.238.155,40001,9099,TCP,2,0.0,0,NORMAL
1719729724.066942,192.168.238.128,192.168.238.155,40001,2021,TCP,2,0.0,0,NORMAL
1719729724.066968,192.168.238.128,192.168.238.155,40001,40911,TCP,2,0.0,0,NORMAL
1719729724.067071,192.168.238.128,192.168.238.155,40001,6059,TCP,2,0.0,0,NORMAL
1719729724.067098,192.168.238.128,192.168.238.155,40001,616,TCP,2,0.0,0,NORMAL
1719729724.067208,192.168.238.128,192.168.238.155,40001,3851,TCP,2,0.0,0,NORMAL
1719729724.067231,192.168.238.128,192.168.238.155,40001,10004,TCP,2,0.0,0,NORMAL
